多遗憾啊！	Too bad.
我叫安娜。	My name is Anna.
今天热吗？	Is it hot today?
尋找工作！	Search for work!
印度万岁。	Long live India!
她在睡觉。	She is sleeping.
她能理解。	She understands.
他们害怕。	They are afraid.
你在工作。	You are at work.
您在工作。	You are at work.
她太瘦了。	She was so thin.
我也能去。	I can come, too.
他搞错了。	He had it wrong.
他失蹤了。	He went missing.
她吃得慢。	She eats slowly.
湯姆沒走。	Tom wasn't gone.
幾顆蘋果？	How many apples?
会搞定的。	It will be done.
我们想他。	We think of him.
路上小心！	Drive carefully!
小孩哭了。	The child cried.
别来这里！	Don't come here!
我是色盲。	I'm color blind.
我不是鬼。	I'm not a ghost.
你衝浪嗎？	Do you windsurf?
厕所在哪？	Where's the bog?
我叫工藤。	My name is Kudo.
貓是人嗎？	Are cats people?
操他媽的。	For fuck's sake.
你太瘦了。	You're too thin.
我叫亞當。	My name is Adam.
毫无疑问。	There's no doubt.
你真高啊！	How tall you are!
你有多高？	How tall are you?
我要你去。	I want you to go.
请给我盐。	Pass me the salt.
仔细听着。	Listen carefully.
说大声点。	Raise your voice.
我要睡了。	I'm going to bed.
把书给我。	Give me the book.
说来听听。	Tell me about it.
轮到我了。	It's now my turn.
哪儿的话！	Don't mention it.
那是他家。	That's his house.
我支持你。	I'm on your side.
您学习吗？	Are you studying?
您有什么？	What do you have?
你叫什么？	What's your name?
以后再讲。	Let's talk later.
今天下雪。	It's snowy today.
今天有风。	It's windy today.
请不要死!	Please don't die!
請回答我。	Please answer me.
我是教授。	I am a professor.
我同意你。	I agree with you.
我同意他。	I agree with him.
我相信他。	I believe in him.
不要骗我。	Don't deceive me.
快去刷牙。	Brush your teeth.
有点自尊。	Respect yourself.
天色漆黑。	It is pitch dark.
大家齐了。	All were present.
全速前進！	Full speed ahead!
关上窗户！	Close the window.
鸟有翅膀。	A bird has wings.
我十八岁。	I'm 18 years old.
他有麻烦。	He is in trouble.
他戴眼镜。	He wears glasses.
她望着我。	She looked at me.
我睡不著。	I couldn't sleep.
旅途愉快！	Have a nice trip!
他在医院。	He's in hospital.
我弹钢琴。	I play the piano.
她晉升了。	She was promoted.
我在翻译。	I am translating.
请说”可以“！	Please say ‘yes’!
请说”是的“！	Please say ‘yes’!
真他妈热。	It's fucking hot.
你说什么？	What did you say?
真抱歉喔！	I'm really sorry!
晚安，蒂米。	Goodnight, Timmy.
他关了门。	He shut the door.
我是记者。	I'm a journalist.
他出名了。	He became famous.
是这样的。	That's how it is.
別放棄我!	Don't abandon me!
非常有趣。	Very interesting.
这很简单。	It's very simple.
我没听见。	I didn't hear it.
门在哪里？	Where's the door?
你狠性感。	You're very sexy.
他感冒了。	He caught a cold.
他破产了。	He went bankrupt.
大卫在家。	David is at home.
不在下雨。	It's not raining.
他戴眼鏡。	He wears glasses.
我还很困。	I'm still sleepy.
湯姆很高。	Tom is very tall.
这不是钱。	This isn't money.
我不好奇。	I am not curious.
我没出息。	I have no future.
他们在看。	They're watching.
我不允许。	I don't allow it.
这是花吗？	Is this a flower?
我不爱你。	I don't love you.
他不存在。	He doesn't exist.
好久不见！	Long time no see!
他很年轻。	He is very young.
我爱树干。	I love the trunk.
夏天来了。	Summer is coming.
别惹我了。	Don't provoke me.
它相当大。	It's quite large.
咦，押韵喔！	Hey, that rhymes!
饭做好了。	The food's ready.
别睡太久。	Don't sleep long.
你要酒吗？	Do you want wine?
有可能吗？	Is that possible?
回去工作！	Get back to work!
我们试试。	Let's try it out.
没人会讲。	No one will talk.
我在沙滩。	I'm at the beach.
我在海滩。	I'm at the beach.
这就对了。	Now that's right.
我爱我家。	I love my family.
你是第一。	You're the first.
你非常快。	You're very fast.
你睡觉吗？	Are you sleeping?
我来翻译。	I will translate.
它很正常。	It's very normal.
搜查房子。	Search the house.
那很稀少。	That's very rare.
你妈妈呢？	Where's your mom?
我不吸毒。	I don't do drugs.
我不恨你。	I don't hate you.
你變胖了。	You've grown fat.
她好看嗎？	Is she beautiful?
狗叫了吗？	Did the dog bark?
你是敌人。	You're the enemy.
他没反抗。	He didn't resist.
正在下雨。	It's raining now.
你试过吗？	Did you ever try?
我在堕落！	I'm degenerating!
谢谢，耶稣。	Thank you, Jesus.
樹是植物。	Trees are plants.
直接回家。	Go straight home.
牛奶酸了。	The milk is sour.
牛奶馊了。	The milk is sour.
你侥幸了。	You got off easy.
我也喝茶。	I drink tea, too.
你喝茶吗？	Do you drink tea?
不可能的。	That can't be it.
遵守規則！	Follow the rules.
你欠我钱。	You owe me money.
她说法语。	She spoke French.
我能杀你。	I could kill you.
后会有期。	We'll meet again.
火熄灭了。	The fire was out.
向他道歉。	Apologize to him.
我不要你。	I don't want you.
我没怀孕。	I'm not pregnant.
湯姆好笨。	Tom is so stupid.
按下按钮。	Press the button.
我爱蛋黄。	I love egg yolks.
这不是鱼。	This is not fish.
我偶尔做。	I seldom do that.
我买了花。	I bought flowers.
禁止拍照。	No taking photos.
别太害羞。	Don't be too shy.
法国万岁。	Long live France.
她没有吃。	She hasn't eaten.
願聞其詳。	Please elaborate.
他洗蘋果。	He washed apples.
猫在睡觉。	The cat's asleep.
海龟下蛋。	Turtles lay eggs.
她非常老。	She was very old.
今天三號。	Today is the 3rd.
我叫胡安。	I am called Juan.
她不会死。	She will not die.
我们没吃。	We haven't eaten.
我想游泳。	I wanted to swim.
别碰这个。	Don't touch this.
考試難嗎？	Is the test hard?
没时间了。	There is no time.
她虐待我。	She mistreats me.
请帮帮她！	Please, help her!
搜查房子！	Search the house!
輪到齊莉。	It's Ziri's turn.
她在回家。	She's going home.
不要啰嗦！	Stop rambling on!
你在睡觉。	You are sleeping.
多少个了？	This is how many?
他重复了。	He repeated that.
她不说话。	She doesn't talk.
回去找他。	Come back to him.
禁止遊戲。	Suspend the game.
騙人的吧.....	You're kidding...
她也聋了。	She is also deaf.
遊戲崩潰。	The game crashed.
解封，解封！	Unblock, unblock!
他在當兵。	He's in the army.
你不累嗎？	Are you not tired?
你在干嘛？	What're you doing?
搞什么啊？	What're you doing?
我不怪你。	I don't blame you.
加点牛奶。	Add a little milk.
叫救护车。	Call an ambulance.
睡好，迪米。	Sleep well, Timmy.
大家笑了。	Everybody laughed.
我听音乐。	I listen to music.
用英语说。	Say it in English.
再读一遍。	Read it once more.
再试一次。	Try it once again.
你有筆嗎？	Do you have a pen?
请您原谅。	Please forgive me.
请原谅我。	Please forgive me.
这不可能。	That's impossible.
临近圣诞。	Christmas is soon.
感謝賜正。	I stand corrected.
你有车吗？	Do you have a car?
您有车吗？	Do you have a car?
前進兩步。	Advance two steps.
树是绿的。	The tree is green.
今天多云。	It's cloudy today.
我姓山田。	My name is Yamada.
我叫山田。	My name is Yamada.
我想回家。	I want to go home.
我想看你。	I want to see you.
我会开车。	I can drive a car.
我擔心他。	I worry about him.
我同意她。	I agreed with her.
我走路去。	I will go on foot.
诗人写诗。	Poets write poems.
考得如何？	How was your exam?
我耳朵痒。	My ear is itching.
你挡我路?	You get in my way?
先谢谢了。	Thanks in advance.
鸟儿筑巢。	Birds build nests.
我宿醉了。	I have a hangover.
他很累了。	He was very tired.
他不吸煙。	He does not smoke.
他很内向。	He is introverted.
收拾房间。	Clean up the room.
我中奖了。	I won the lottery.
小心惡犬！	Beware of the dog!
你住哪里？	Where do you live?
你没发烧。	You have no fever.
你们懂吗？	Do you understand?
哪顆牙痛？	Which tooth hurts?
是的。沒錯。	Yes. That's right.
我是記者。	I am a journalist.
你要走了。	You have to leave.
你得走了。	You have to leave.
这床很沉。	This bed is heavy.
她在浴室。	She's in the bath.
贪得无厌。	Insatiably greedy.
我非常饿。	I'm really hungry.
这是找零。	Here's the change.
你怎么说……？	How do you say...?
你多重啊！	How heavy you are!
哪裡出去？	Where is the exit?
这是狗獾！	That's the badger!
沉默是金。	Silence is golden.
我在右邊。	I am on the right.
我叫智星。	My name is Jisung.
我肩膀痛。	My shoulder hurts.
我恨蚊子。	I hate mosquitoes.
没汽油了。	We ran out of gas.
煤气没了。	We ran out of gas.
市場很大。	The market is big.
我不太累。	I'm not too tired.
你有点胖。	You are a bit fat.
克服弱点。	Overcome weakness.
你是学生。	You are a student.
袋子有吗？	Do you have a bag?
这很方便。	That's very handy.
户外运动。	Exercise outdoors.
箱子残破。	The box is broken.
箱子殘破。	The box is broken.
说来话长。	It's a long story.
您有空嗎？	Are you available?
她上樓了。	She went upstairs.
不要亂搞!	Don't mess around!
人人都好。	Everybody is fine.
他们有马。	They have a horse.
不可殺人!	Don't kill people!
饭做好了！	The food is ready.
这太小了。	It was very small.
非常抱歉。	I really am sorry.
那不好笑。	That wasn't funny.
这是机密。	It's confidential.
你很聪明。	You're very smart.
沒人在笑。	Nobody's laughing.
注意小偷。	Beware of thieves.
你很上相。	You're photogenic.
我洗手了。	I washed my hands.
他说中文。	He speaks Chinese.
快到家了。	We're almost home.
我们没怕。	We weren't scared.
滑稽可笑。	It was ridiculous.
不要烦我。	Stop bothering me.
这是落户。	That settles that.
太残忍了。	That's very cruel.
我等湯姆。	I'll wait for Tom.
我不接受。	I don't accept it.
我要输了。	I'm going to lose.
我洗好了。	I'm all washed up.
我在厕所。	I'm in the toilet.
他们担心。	They were worried.
玫瑰有刺。	Roses have thorns.
听父母的。	Obey your parents.
这太淡了。	This is tasteless.
我喝了水。	I drank the water.
我要餵狗。	I'll feed the dog.
过来坐下。	Come and sit down.
我没改变。	I haven't changed.
做个美梦！	Have a good dream!
你想走嗎？	Do you mean to go?
我没亲他。	I didn't kiss him.
是，我懂了！	Yes, I understand!
我很想家。	I was so homesick.
树在哪里？	Where is the tree?
把剑给我。	Give me the sword.
由你决定。	How ever you like.
我要读书。	I'm going to read.
人生良苦。	Life is very hard.
这里够热。	It's hot out here.
它很特別。	It's very special.
我还在看。	I'm still reading.
我在2:30起床。	I woke up at 2:30.
你醒了没？	Are you awake yet?
我带了花。	I brought flowers.
小心地滑	Caution: wet floor
請相信我。	Please believe me.
你没有吃。	You haven't eaten.
你们死了。	You have all died.
不下雪了。	It is not snowing.
你真走运！	How lucky are you?
大雄在哪？	Where is the hero?
梦想成真！	A dream come true!
那是更糟。	That's even worse.
哪天才行？	Which day is fine?
他们到了。	They have arrived.
欢迎大家！	Welcome, everyone!
谢谢大家！	Thanks, everybody!
你在学校。	You are at school.
这是悖论。	This is a paradox.
劍在哪裏？	Where's the sword?
她想知道。	She wants to know.
我也想吃！	I want to eat too!
咖啡不好。	The coffee is bad.
她得知道。	She needs to know.
回去吃飯。	Go back to eating.
他肚子疼。	His stomach hurts.
你叫他来！	You call him over!
願你平安！	Peace be upon you!
那真有趣。	That is intriguing.
这不重要。	It's not important.
今天很热。	Today is very warm.
太贵了吧！	It's too expensive!
我怕摔倒。	I'm afraid to fall.
你有口臭。	Your breath smells.
在做什么？	What are you doing?
在干什么？	What are you doing?
你浸湿了。	You're wet through.
系上鞋带。	Tie your shoelaces.
覆水難收。	The damage is done.
飞行愉快！	Have a nice flight.
请穿衣服。	Please get dressed.
我睡不好。	I can't sleep well.
你又来了。	There you go again.
你还年轻。	You're still green.
一切就绪。	Everything's ready.
小偷跑了。	The thief ran away.
沒辦法了。	It can't be helped.
我看电视。	I watch television.
我快走了。	I'm about to leave.
肉冻住了。	The meat is frozen.
这本书小。	This book is small.
这是医院。	This is a hospital.
肯沒跑步。	Ken wasn't running.
早安，邁克。	Good morning, Mike.
我进城去。	I'm going downtown.
说得容易。	It is easy to talk.
你不渴嗎？	Aren't you thirsty?
有没有糖？	Is there any sugar?
我打游戏。	I play video games.
我没有猫。	I don't have a cat.
这太贵了。	It's too expensive.
物以类聚。	Like attracts like.
我沒耐性。	I have no patience.
愿他安息！	Peace to his ashes!
她很可爱。	She is very pretty.
我流鼻涕。	My nose is running.
別著涼了。	Don't catch a cold.
别吃太多。	Don't eat too much.
我失望了。	I was disappointed.
灯已关了。	The lights are out.
我害怕狗。	I'm afraid of dogs.
吃过了没？	Have you eaten yet?
那人是谁？	Who is that person?
那人谁啊？	Who is that person?
要下雨了.	It's about to rain.
这不实用。	It's not practical.
她讲中文。	She speaks Chinese.
她说中文。	She speaks Chinese.
她写中文。	She writes Chinese.
电闪雷鸣。	There is lightning.
我在吃面。	I'm eating noodles.
她很聰明。	She is very clever.
又下雨了！	It's raining again!
没有错误。	There's no mistake.
我生于1988年。	I was born in 1988.
你想吃吗？	Do you want to eat?
到你切了!	Your turn to split!
我爱游戏。	I love video games.
我不怕死。	I don't fear death.
她说俄语。	She speaks Russian.
你很漂亮。	You're very pretty.
他在靠近。	He's coming closer.
他们不累。	They are not tired.
车子很贵。	Cars are expensive.
我没有狗。	I don't have a dog.
那很可笑。	That will be funny.
他们没听。	They didn't listen.
夜晚很冷。	The night was cold.
全都好吃！	It's all delicious!
我不想去。	I don't want to go.
好多水筆！	What a lot of pens!
玻璃髒了。	The glass is dirty.
眾人猶豫。	Everyone hesitated.
你是教授。	You're a professor.
我能幫你。	I can help you out.
